Buffer,Agency,Line(s),Station Name,Year Opened,Latitude,Longitude,Block_FIPS,FIPS
Existing Transit,Metra,Southwest Service(SWS),Oak Lawn Metra,Pre-2000,41.7194444,-87.7486111,170318221013014,17031822101
Existing Transit,Metra,Southwest Service(SWS),Orland Park 143rd Metra,Pre-2000,41.6305556,-87.8591667,170318241161035,17031824116
Existing Transit,Metra,Southwest Service(SWS),Orland Park 153rd Metra,Pre-2000,41.6094444,-87.8733333,170318241164006,17031824116
Existing Transit,Metra,Southwest Service(SWS),Orland Park 179th Metra,Pre-2000,41.5638889,-87.9025,170318241191003,17031824119
Existing Transit,Metra,Southwest Service(SWS),Palos Heights Metra,Pre-2000,41.6819444,-87.8069444,170318238061023,17031823806
Existing Transit,Metra,Southwest Service(SWS),Palos Park Metra,Pre-2000,41.6688889,-87.8202778,170318239031025,17031823903
Existing Transit,Metra,Southwest Service(SWS),Worth Metra,Pre-2000,41.6913889,-87.7958333,170318231014002,17031823101
Existing Transit,Metra,Southwest Service(SWS),Wrightwood Metra,Pre-2000,41.7488889,-87.7036111,170317004011000,17031700401
Existing Transit,Metra,"Southwest Service(SWS), Burlington Northern(BNSF), North Central Service(NCS), Heritage Corridor(HC), Milwaukee West(MD-W), Milwaukee North(MD-N)",Chicago Union Station Metra,Pre-2000,41.8788889,-87.6388889,170312819001001,17031281900
Existing Transit,Metra,Union Pacific North(UP-N),Braeside Metra,Pre-2000,42.1527778,-87.7725,170978656001011,17097865600
Existing Transit,Metra,Union Pacific North(UP-N),Central St. Metra,Pre-2000,42.0641667,-87.6980556,170318088001045,17031808800
Existing Transit,Metra,Union Pacific North(UP-N),Evanston (Davis St.) Metra,Pre-2000,42.0480556,-87.6847222,170318094021021,17031809402
Existing Transit,Metra,Union Pacific North(UP-N),Fort Sheridan Metra,Pre-2000,42.2175,-87.8208333,170978652004032,17097865200
Existing Transit,Metra,Union Pacific North(UP-N),Glencoe Metra,Pre-2000,42.1355556,-87.7580556,170318001001013,17031800100
Existing Transit,Metra,Union Pacific North(UP-N),Great Lakes Metra,Pre-2000,42.3069444,-87.8463889,170978630051013,17097863005
Existing Transit,Metra,Union Pacific North(UP-N),Highland Park Metra,Pre-2000,42.1833333,-87.7975,170978655022021,17097865502
Existing Transit,Metra,Union Pacific North(UP-N),Highwood Metra,Pre-2000,42.2033333,-87.8105556,170978652004030,17097865200
Existing Transit,Metra,Union Pacific North(UP-N),Hubbard Woods Metra,Pre-2000,42.1180556,-87.7436111,170318003001000,17031800300
Existing Transit,Metra,Union Pacific North(UP-N),Indian Hill Metra,Pre-2000,42.0944444,-87.7238889,170318005001018,17031800500
Existing Transit,Metra,Union Pacific North(UP-N),Kenilworth Metra,Pre-2000,42.0863889,-87.7166667,170318006001022,17031800600
Existing Transit,Metra,Union Pacific North(UP-N),Kenosha Metra,Pre-2000,42.5858333,-87.8258333,550590010001004,55059001000
Existing Transit,Metra,Union Pacific North(UP-N),Lake Bluff Metra,Pre-2000,42.2797222,-87.8466667,170978633002032,17097863300
Existing Transit,Metra,Union Pacific North(UP-N),Lake Forest. Metra,Pre-2000,42.2525,-87.8397222,170978634001002,17097863400
Existing Transit,Metra,Union Pacific North(UP-N),Main St. Metra,Pre-2000,42.0333333,-87.68,170318100001008,17031810000
Existing Transit,Metra,Union Pacific North(UP-N),North Chicago Metra,Pre-2000,42.3286111,-87.8369444,170978629013014,17097862901
Existing Transit,Metra,Union Pacific North(UP-N),Ravenswood Metra,Pre-2000,41.9683333,-87.6744444,170318308001000,17031830800
Existing Transit,Metra,Union Pacific North(UP-N),Ravinia Metra,Pre-2000,42.165,-87.7827778,170978656001004,17097865600
Existing Transit,Metra,Union Pacific North(UP-N),Ravinia Park Metra,Pre-2000,42.1580556,-87.7769444,170978656001011,17097865600
Existing Transit,Metra,Union Pacific North(UP-N),Rogers Park Metra,Pre-2000,42.0094444,-87.6755556,170310107012018,17031010701
Existing Transit,Metra,Union Pacific North(UP-N),Waukegan Metra,Pre-2000,42.3605556,-87.8283333,170978622003039,17097862200
Existing Transit,Metra,Union Pacific North(UP-N),Wilmette Metra,Pre-2000,42.0772222,-87.7091667,170318013004021,17031801300
Existing Transit,Metra,Union Pacific North(UP-N),Winnetka Metra,Pre-2000,42.1052778,-87.7327778,170318005001008,17031800500
Existing Transit,Metra,Union Pacific North(UP-N),Winthrop Harbor Metra,Pre-2000,42.4827778,-87.8161111,170978601042006,17097860104
Existing Transit,Metra,Union Pacific North(UP-N),Zion Metra,Pre-2000,42.4491667,-87.8180556,170978602001003,17097860200
Existing Transit,Metra,"Union Pacific North(UP-N), Union Pacific Northwest(UP-NW)",Clybourn Metra,Pre-2000,41.9169444,-87.6680556,170318323001024,17031832300
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Arlington Heights Metra,Pre-2000,42.0841667,-87.9836111,170318033002000,17031803300
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Arlington Park Metra,Pre-2000,42.0952778,-88.0091667,170318039012033,17031803901
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Barrington Metra,Pre-2000,42.1527778,-88.1319444,170318042021005,17031804202
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Cary Metra,Pre-2000,42.2088889,-88.2413889,171118716003001,17111871600
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Crystal Lake Metra,Pre-2000,42.2441667,-88.3172222,171118708082032,17111870808
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Cumberland Metra,Pre-2000,42.0525,-87.9122222,170318061032008,17031806103
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Dee Road Metra,Pre-2000,42.0241667,-87.8561111,170318058011001,17031805801
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Des Plaines Metra,Pre-2000,42.0408333,-87.8866667,170318062023005,17031806202
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Edison Park Metra,Pre-2000,42.0022222,-87.8175,170310902004023,17031090200
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Fox River Grove Metra,Pre-2000,42.1977778,-88.2194444,171118714022002,17111871402
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Gladstone Park Metra,Pre-2000,41.9797222,-87.7780556,170311104001007,17031110400
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Harvard Metra,Pre-2000,42.4197222,-88.6175,171118703023020,17111870302
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Irving Park Metra,Pre-2000,41.9525,-87.7297222,170311610001003,17031161000
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Jefferson Park Metra,Pre-2000,41.9713889,-87.7633333,170311105022011,17031110502
Existing Transit,Metra,Union Pacific Northwest(UP-NW),McHenry Metra,Pre-2000,42.3433333,-88.2761111,171118706061013,17111870606
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Mt. Prospect Metra,Pre-2000,42.0630556,-87.9361111,170318049012011,17031804901
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Norwood Park Metra,Pre-2000,41.9916667,-87.7988889,170311002004011,17031100200
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Palatine Metra,Pre-2000,42.1130556,-88.0483333,170318037011016,17031803701
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Park Ridge Metra,Pre-2000,42.0102778,-87.8316667,170318055011019,17031805501
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Pingree Road Metra,2005,42.2341667,-88.2980556,171118713014006,17111871301
Existing Transit,Metra,Union Pacific Northwest(UP-NW),Woodstock Metra,Pre-2000,42.3169444,-88.4475,171118709033012,17111870903
Existing Transit,Metra,Union Pacific West(UP-W),Bellwood Metra,Pre-2000,41.8913889,-87.8825,170318170005005,17031817000
Existing Transit,Metra,Union Pacific West(UP-W),Berkeley Metra,Pre-2000,41.8961111,-87.9152778,170318168001027,17031816800
Existing Transit,Metra,Union Pacific West(UP-W),College Ave Metra,Pre-2000,41.8683333,-88.0902778,170438424004003,17043842400
Existing Transit,Metra,Union Pacific West(UP-W),Elburn Metra,2006,41.8905556,-88.4638889,170898545071018,17089854507
Existing Transit,Metra,Union Pacific West(UP-W),Elmhurst Metra,Pre-2000,41.8997222,-87.9408333,170438429003000,17043842900
Existing Transit,Metra,Union Pacific West(UP-W),Geneva Metra,Pre-2000,41.8816667,-88.31,170898526082051,17089852608
Existing Transit,Metra,Union Pacific West(UP-W),Glen Ellyn Metra,Pre-2000,41.8766667,-88.0647222,170438422001026,17043842200
Existing Transit,Metra,Union Pacific West(UP-W),Kedzie Metra,Pre-2000,41.8883333,-87.7069444,170318367001030,17031836700
Existing Transit,Metra,Union Pacific West(UP-W),La Fox Metra,2006,41.8866667,-88.4122222,170898545071061,17089854507
Existing Transit,Metra,Union Pacific West(UP-W),Lombard Metra,Pre-2000,41.8866667,-88.0186111,170438435004008,17043843500
Existing Transit,Metra,Union Pacific West(UP-W),Maywood Metra,Pre-2000,41.8883333,-87.8386111,170318174001026,17031817400
Existing Transit,Metra,Union Pacific West(UP-W),Melrose Park Metra,Pre-2000,41.8902778,-87.8555556,170318164024012,17031816402
Existing Transit,Metra,Union Pacific West(UP-W),Oak Park Metra,Pre-2000,41.8869444,-87.8011111,170318123012015,17031812301
Existing Transit,Metra,Union Pacific West(UP-W),River Forest Metra,Pre-2000,41.8869444,-87.825,170318120006008,17031812000
Existing Transit,Metra,Union Pacific West(UP-W),Villa Park Metra,Pre-2000,41.8963889,-87.9775,170438431003003,17043843100
Existing Transit,Metra,Union Pacific West(UP-W),West Chicago Metra,Pre-2000,41.8811111,-88.1988889,170438415042034,17043841504
Existing Transit,Metra,Union Pacific West(UP-W),Wheaton Metra,Pre-2000,41.8644444,-88.1119444,170438425003008,17043842500
Existing Transit,Metra,Union Pacific West(UP-W),Winfield Metra,Pre-2000,41.87,-88.1569444,170438414033014,17043841403
Existing Transit,Metra,"Union Pacific West(UP-W), Union Pacific North(UP-N), Union Pacific Northwest(UP-NW)",Chicago OTC Metra,Pre-2000,41.8822222,-87.6405556,170312801001020,17031280100
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,115th Street/Kensington,Pre-2000,41.685833,-87.612222,170314914001004,17031491400
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,57th Street,Pre-2000,41.793333,-87.5875,170314110003012,17031411000
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,63rd Street,Pre-2000,41.780278,-87.590556,170318439001010,17031843900
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Beverly Shores,Pre-2000,41.673146,-86.98548,181270501073018,18127050107
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Dune Park,Pre-2000,41.644825,-87.061063,181270502032051,18127050203
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,East Chicago,Pre-2000,41.612185,-87.4801661,180890306004036,18089030600
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Gary Airport,Pre-2000,41.605491,-87.394519,180890103044042,18089010304
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Gary Metro Center,Pre-2000,41.604638,-87.337211,180890102052089,18089010205
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Hammond,Pre-2000,41.630998,-87.5153021,180890204002000,18089020400
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Hegewisch,Pre-2000,41.646544,-87.544019,170315502002013,17031550200
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Hudson Lake,Pre-2000,41.709476,-86.53758,180910418001004,18091041800
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,McCormick Place,Pre-2000,41.851389,-87.616389,170313301011021,17031330101
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Michigan City-11th Street,Pre-2000,41.711729,-86.897838,180910430002043,18091043000
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Michigan City-Carroll Avenue,Pre-2000,41.713255,-86.867132,180910409001063,18091040900
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Millenium Station at Randolph Street,Pre-2000,41.884167,-87.623056,170313201022004,17031320102
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Miller,Pre-2000,41.597985,-87.269792,180890102072028,18089010207
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Museum Campus/11th Street,Pre-2000,41.868611,-87.621389,170313206001004,17031320600
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Portage/Odgen Dunes,Pre-2000,41.617344,-87.186816,181279800011034,18127980001
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,South Bend Airport,Pre-2000,41.700785,-86.311078,181410110012045,18141011001
Existing Transit,North Indiana Commuter Transportation District,South Shore Line,Van Buren Street,Pre-2000,41.876944,-87.623056,170313204001014,17031320400
Proposed Transit,Metra STAR Line,Commuter Rail,Arlington Heights Road,,42.0399,-87.98339988,170317704001001,17031770400
Proposed Transit,Metra STAR Line,Commuter Rail,Aurora,,41.810699969999995,-88.22649996,170438464091002,17043846409
Proposed Transit,Metra STAR Line,Commuter Rail,Barrington Rd,,42.06670002,-88.14449988,170318047014002,17031804701
Proposed Transit,Metra STAR Line,Commuter Rail,Busse Road,,42.02510004,-87.95999988,170317704001046,17031770400
Proposed Transit,Metra STAR Line,Commuter Rail,Elmhurst Rd test,,42.01820001,-87.94050012,170318051121025,17031805112
Proposed Transit,Metra STAR Line,Commuter Rail,Golf Road,,42.05130003,-88.00660008,170318051052010,17031805105
Proposed Transit,Metra STAR Line,Commuter Rail,Ikea,,42.05819997,-88.03389996,170318046031014,17031804603
Proposed Transit,Metra STAR Line,Commuter Rail,Joliet,,41.58160002,-88.15290012,171978804271015,17197880427
Proposed Transit,Metra STAR Line,Commuter Rail,Naperville,,41.70349998,-88.23499991999999,171978803262000,17197880326
Proposed Transit,Metra STAR Line,Commuter Rail,North Avenue,,41.919399989999995,-88.23560004,170438413122029,17043841312
Proposed Transit,Metra STAR Line,Commuter Rail,Northwest Naperville,,41.77649997,-88.23229991999999,170438465072016,17043846507
Proposed Transit,Metra STAR Line,Commuter Rail,Plainfield,,41.62239999,-88.20979992,171978804231033,17197880423
Proposed Transit,Metra STAR Line,Commuter Rail,Prairie Stone/ Sears,,42.06660003,-88.21050011999999,170318043121015,17031804312
Proposed Transit,Metra STAR Line,Commuter Rail,Roselle Rd,,42.06380004,-88.07939999999999,170318046031016,17031804603
Proposed Transit,Metra STAR Line,Commuter Rail,Spaulding,,42.00290001,-88.23319991999999,170318045141022,17031804514
Proposed Transit,Metra STAR Line,Commuter Rail,Warrenville,,41.83610004,-88.21280016,170438416041011,17043841604
Proposed Transit,Metra STAR Line,Commuter Rail,West Chicago,,41.8833,-88.20920016,170438415012038,17043841501
Proposed Transit,METRA UP Northwest Extention,Commuter Rail,Johnsburg,,42.37579998,-88.28650008,171118706042002,17111870604
Proposed Transit,Orange Line Extension,Heavy Rail,Ford City Mall,,41.7559311,-87.7415706,170316505003021,17031650500
Proposed Transit,Orange Line Extension,Heavy Rail,Marquette Road,,41.77122021,-87.7372596,170316408002000,17031640800
Proposed Transit,Red Line Extension,Heavy Rail,103rd,,41.706117809999995,-87.63315444000001,170314911001000,17031491100
Proposed Transit,Red Line Extension,Heavy Rail,111th,,41.69256381,-87.63289703999999,170314911003013,17031491100
Proposed Transit,Red Line Extension,Heavy Rail,115th,,41.68407105,-87.62283323999999,170315301001022,17031530100
Proposed Transit,Red Line Extension,Heavy Rail,130th,,41.659905509999994,-87.59721275999999,170315401021009,17031540102
Proposed Transit,Yellow Line Extension,Heavy Rail,Oakton St.,,42.02626887,-87.74707319999999,170318073002000,17031807300
Proposed Transit,Yellow Line Extension,Heavy Rail,Old Orchard Mall,,42.06182229,-87.75438516,170318069001015,17031806900
